Model_Type,Dataset,Mutable_Layers,Mutation_Level,Mutate_time,Number_of_Mutants,ParHAC_Threshold,Number_of_Clusters,Max_Cluster_Sz,Min_Cluster_Sz,Mean_Cluster_Sz,Cluster_time,Mutation_Score,MS_time,Total_time
examples/emnist/lenet5-emnist.keras,emnist,4,cluster,0.652239084,759,0.99,759,1,1,1,6.53218174,0.627062165,731.3885958,802.2676303
examples/emnist/lenet5-emnist.keras,emnist,4,cluster,0.655482292,759,0.99,759,1,1,1,6.629544258,0.627062165,723.0496778,806.6742914
examples/emnist/lenet5-emnist.keras,emnist,4,cluster,0.667629957,759,0.99,759,1,1,1,6.576413631,0.627062165,720.306844,802.8927536
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.440722942,480,0.1,19,150,1,25.26315789,7.297363281,0.6,1.543231726,251.0418932
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.445902348,480,0.1,20,150,1,24,7.298419714,0.766666667,1.54155755,252.3698545
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.448609829,480,0.1,19,150,1,25.26315789,7.40580678,0.433333333,1.551228046,255.4539404
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.448052168,480,0.1,19,150,1,25.26315789,7.439967632,0.866666667,1.56384182,252.4802945
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.461087465,480,0.1,19,150,1,25.26315789,7.256210327,0.7,1.516547441,254.0086443
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.448209286,480,0.1,18,150,1,26.66666667,7.225511312,0.6,1.522683859,253.1682234
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.448382616,480,0.2,98,150,1,4.897959184,7.340664625,0.655777778,35.0758245,249.7961264
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.461568594,480,0.2,88,150,1,5.454545455,7.23566246,0.888888889,30.56186771,252.3577993
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.470221281,480,0.2,82,150,1,5.853658537,7.239311695,0.417777778,27.43181086,255.1990092
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.45999074,480,0.2,78,150,1,6.153846154,7.259468794,0.711333333,28.76157141,250.3485966
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.437813759,480,0.2,82,150,1,5.853658537,7.24779892,0.962222222,27.11276102,255.1776471
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.445880413,480,0.2,86,150,1,5.581395349,7.17490983,0.914666667,30.08117795,256.5082853
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.445543528,480,0.3,255,123,1,1.882352941,7.183252335,0.689555556,115.671963,253.2459228
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.441317797,480,0.3,248,135,1,1.935483871,7.132915258,0.426,111.3193269,252.6236868
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.471841574,480,0.3,245,138,1,1.959183673,7.19934082,0.608666667,110.9647212,255.2985809
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.433026552,480,0.3,247,136,1,1.943319838,7.258129597,0.448444444,106.2125661,252.359942
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.43411684,480,0.3,245,135,1,1.959183673,7.114842892,0.669555556,107.6064763,256.3528707
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.444192886,480,0.3,249,134,1,1.927710843,7.126901865,0.451333333,113.2532792,255.0429587
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.451774836,480,0.35,303,109,1,1.584158416,7.111167431,0.462222222,138.8256838,252.1374254
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.465778589,480,0.35,303,109,1,1.584158416,7.153350353,0.645111111,140.1997795,254.3292065
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.466318369,480,0.35,305,105,1,1.573770492,7.23579669,0.702,141.3893871,253.9471378
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.437465429,480,0.35,307,104,1,1.563517915,7.185293913,0.702222222,143.0606594,252.8219409
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.440981627,480,0.35,303,108,1,1.584158416,7.128139496,0.583111111,140.9221818,253.3753715
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.453029871,480,0.35,302,109,1,1.589403974,7.046188116,0.459333333,139.0788307,252.6533756
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.443173885,480,0.4,334,92,1,1.437125749,7.185903549,0.494222222,153.8199582,251.5669701
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.440827131,480,0.4,339,80,1,1.415929204,7.130573511,0.675777778,157.132206,252.3504267
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.453078747,480,0.4,334,89,1,1.437125749,7.154254913,0.677333333,157.8383694,256.7324305
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.429354191,480,0.4,338,89,1,1.420118343,7.103255033,0.684888889,154.2265508,250.9734004
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.442253828,480,0.4,331,93,1,1.450151057,7.222481251,0.661777778,150.7532208,254.1844318
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.443994522,480,0.4,335,88,1,1.432835821,7.238253355,0.486444444,157.1973274,255.2806792
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.439290762,480,0.45,361,70,1,1.329639889,7.095842361,0.645555556,171.6355367,255.5241017
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.441750765,480,0.45,357,79,1,1.344537815,7.097738504,0.492,166.9358461,252.8336487
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.43667078,480,0.45,359,71,1,1.337047354,7.072348356,0.661111111,169.1054776,254.5700777
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.43302536,480,0.45,359,76,1,1.337047354,7.151763916,0.609111111,171.704586,251.722312
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.443490505,480,0.45,356,69,1,1.348314607,7.111706734,0.508888889,165.1733232,256.6170161
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.450834751,480,0.45,358,76,1,1.340782123,7.03611064,0.608888889,168.9032092,255.4532382
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.434864044,480,0.5,379,64,1,1.266490765,7.109395742,0.653333333,176.6286514,250.7921312
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.437618256,480,0.5,379,65,1,1.266490765,6.954907894,0.607555556,177.7299855,252.311538
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.4701581,480,0.5,379,65,1,1.266490765,7.133812666,0.657111111,181.2806666,256.6747143
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.433348179,480,0.5,378,63,1,1.26984127,7.117147684,0.634,178.3760772,251.8065996
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.438065767,480,0.5,381,59,1,1.25984252,7.115036964,0.634,177.2941921,257.1028113
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.483931303,480,0.5,382,61,1,1.256544503,6.994004726,0.644444444,180.173017,253.8654518
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.437391281,480,0.55,395,55,1,1.215189873,7.22692132,0.562,184.2754729,250.2963669
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.438959599,480,0.55,403,47,1,1.191066998,7.193841457,0.635555556,189.1526072,250.8575988
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.464997053,480,0.55,400,45,1,1.2,7.051930666,0.639777778,190.3815005,254.3159838
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.432876348,480,0.55,396,57,1,1.212121212,7.017194748,0.554444444,183.4222972,250.3598104
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.461126566,480,0.55,397,53,1,1.20906801,7.020865917,0.621777778,188.5911994,252.4173913
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.470515966,480,0.55,400,47,1,1.2,6.982126713,0.533555556,188.986007,253.036525
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.478356361,480,0.6,431,24,1,1.113689095,7.1511271,0.586,203.098655,251.1024077
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.436025143,480,0.6,422,36,1,1.137440758,7.088665962,0.629777778,198.851212,251.7006898
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.454410076,480,0.6,425,36,1,1.129411765,7.068791866,0.573777778,203.8110206,255.6859887
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.434751987,480,0.6,429,34,1,1.118881119,7.186625242,0.633333333,205.263253,252.9018433
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.428643703,480,0.6,430,33,1,1.11627907,7.102011442,0.592444444,207.0625949,251.3502991
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.463080168,480,0.6,428,28,1,1.121495327,7.018593311,0.586222222,204.9187384,254.5889966
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.442610025,480,0.65,446,16,1,1.076233184,7.16652441,0.588888889,212.1805937,252.3663192
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.470180035,480,0.65,446,14,1,1.076233184,7.22860074,0.584888889,211.687264,251.8720868
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.461465359,480,0.65,446,16,1,1.076233184,7.087863922,0.607777778,214.5415771,255.6359901
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.447689772,480,0.65,447,14,1,1.073825503,7.076263428,0.598888889,213.8789363,253.0664458
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.430727005,480,0.65,447,17,1,1.073825503,7.101159334,0.593555556,212.342135,252.0892844
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.465245962,480,0.65,446,15,1,1.076233184,7.017148972,0.601111111,216.6083362,257.0572858
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.446471453,480,0.7,460,8,1,1.043478261,7.01813364,0.609555556,219.6851213,252.7515469
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.474385262,480,0.7,461,6,1,1.041214751,7.070358992,0.602222222,219.7871816,252.2705641
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.458933592,480,0.7,462,7,1,1.038961039,7.061365128,0.610888889,222.6741941,254.9141202
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.431108236,480,0.7,460,7,1,1.043478261,7.081146955,0.601333333,223.3162041,251.100688
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.432111263,480,0.7,462,7,1,1.038961039,7.192868471,0.589333333,222.0123847,251.7413936
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.442487955,480,0.7,462,7,1,1.038961039,7.121527672,0.592444444,221.6701303,254.4991412
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.437872887,480,0.8,474,4,1,1.012658228,7.017829895,0.603555556,226.9127827,252.4191301
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.44852376,480,0.8,473,4,1,1.014799154,7.037722349,0.600888889,226.0184643,252.2530706
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.440180302,480,0.8,473,4,1,1.014799154,7.069500208,0.601111111,229.1298289,255.6680512
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.430223942,480,0.8,474,4,1,1.012658228,7.00354743,0.603555556,228.2425737,253.6827173
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.460432529,480,0.8,474,4,1,1.012658228,6.960111141,0.600888889,227.7638259,252.308672
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.436002731,480,0.8,474,4,1,1.012658228,7.001148462,0.601777778,229.8385003,255.8512642
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.460341692,480,0.9,477,2,1,1.006289308,6.993758678,0.600444444,227.930851,252.4450691
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.475815058,480,0.9,477,2,1,1.006289308,7.143537521,0.601777778,229.3229232,254.1195986
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.437755823,480,0.9,478,2,1,1.0041841,6.997797012,0.598,232.3128636,256.4057059
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.446801901,480,0.9,477,2,1,1.006289308,6.961607695,0.602222222,231.0949676,251.9077294
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.457372665,480,0.9,477,2,1,1.006289308,7.063854933,0.597333333,224.9066854,252.7540371
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.495752335,480,0.9,477,2,1,1.006289308,6.94286418,0.600444444,231.2373223,255.8884556
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.459306717,480,0.99,479,2,1,1.002087683,7.162734747,0.598888889,229.2002077,253.0106826
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.449985027,480,0.99,479,2,1,1.002087683,6.97310257,0.602,229.4276156,252.9385478
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.444925785,480,0.99,479,2,1,1.002087683,7.021423101,0.602,232.4065921,256.1717925
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.479303837,480,0.99,479,2,1,1.002087683,7.013133764,0.598888889,230.5929797,250.2328391
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.459813356,480,0.99,479,2,1,1.002087683,7.031497002,0.598888889,228.0806005,252.1546054
examples/fmnist/fcnn-fmnist.keras,fmnist,3,cluster,0.456118822,480,0.99,479,2,1,1.002087683,6.996358633,0.602,231.7568531,254.9460347
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.610822678,708,0.1,25,360,1,28.32,7.043423176,0.288053097,9.224089146,388.8250134
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.614477396,708,0.1,25,360,1,28.32,7.113010883,0.825221239,9.67738986,387.6146536
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613571882,708,0.1,24,360,1,29.5,6.993533134,0.781858407,9.247315168,390.2141881
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.604181528,708,0.1,20,360,1,35.4,7.006388664,0.57920354,9.165281534,388.5257926
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.605322838,708,0.1,24,360,1,29.5,6.972718239,0.909292035,9.306833744,387.4792671
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613174915,708,0.1,23,360,1,30.7826087,6.903954983,0.084365782,8.084222794,389.195641
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.616959095,708,0.2,93,360,1,7.612903226,7.077021837,0.118289086,36.76364422,388.595768
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613852024,708,0.2,92,360,1,7.695652174,6.941915512,0.510029499,37.26827097,389.3668718
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.611864328,708,0.2,96,360,1,7.375,6.875154734,0.34719764,39.14809918,390.3911979
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.603407145,708,0.2,92,360,1,7.695652174,7.756367683,0.566814159,37.52706695,390.2923076
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.602735043,708,0.2,91,360,1,7.78021978,6.923581839,0.592182891,35.95594931,387.1189868
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.60908246,708,0.2,96,360,1,7.375,6.813899755,0.847640118,38.33701777,388.5512865
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.616710424,708,0.3,230,345,1,3.07826087,6.921732187,0.785693215,106.0893109,384.3680103
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.62367034,708,0.3,226,350,1,3.132743363,7.018588781,0.201769912,105.7008109,386.6928754
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613690615,708,0.3,228,348,1,3.105263158,6.868330717,0.7820059,107.4616923,392.0262263
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.60546875,708,0.3,227,345,1,3.118942731,6.826769114,0.688495575,117.4045861,388.410537
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.610706568,708,0.3,225,346,1,3.146666667,6.8843503,0.637905605,107.8360624,385.8104312
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.611568451,708,0.3,233,340,1,3.038626609,6.86282897,0.808849558,109.2797534,387.3405232
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.616892576,708,0.35,349,269,1,2.028653295,6.880650759,0.715339233,170.0372047,384.6341813
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.617880106,708,0.35,329,285,1,2.151975684,6.991140842,0.781120944,161.8812644,390.39872
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.614062548,708,0.35,337,287,1,2.100890208,6.897461891,0.394542773,164.632843,388.1103292
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.606367111,708,0.35,336,296,1,2.107142857,6.767488718,0.792035398,167.0321255,386.5551791
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.612131119,708,0.35,338,286,1,2.094674556,6.873882055,0.786430678,158.556083,387.8994131
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.612225771,708,0.35,334,292,1,2.119760479,6.84034133,0.669469027,163.587482,389.7913709
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.620871782,708,0.4,420,221,1,1.685714286,6.854414463,0.703244838,208.5923641,386.5276549
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.623464823,708,0.4,435,197,1,1.627586207,6.911504745,0.694985251,218.8456523,387.938359
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613895416,708,0.4,425,211,1,1.665882353,6.761383295,0.729646018,212.6027818,390.9783766
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.616416693,708,0.4,430,195,1,1.646511628,6.752533197,0.455309735,211.917099,387.1797032
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.606368065,708,0.4,421,207,1,1.681710214,6.874952078,0.742920354,199.9532809,387.8597982
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.611075401,708,0.4,434,200,1,1.631336406,6.811465263,0.669174041,218.0073216,388.7229044
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.616672516,708,0.45,492,131,1,1.43902439,6.712874174,0.673156342,250.0178359,387.9500687
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613715887,708,0.45,505,116,1,1.401980198,6.81472683,0.52920354,257.2652099,391.4234774
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613446951,708,0.45,490,135,1,1.444897959,6.825823069,0.523303835,248.7196074,390.1707234
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.60398078,708,0.45,496,125,1,1.427419355,6.831910372,0.680825959,239.2592053,388.5440757
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.607435465,708,0.45,489,149,1,1.447852761,6.717773676,0.515929204,238.9470043,389.1187668
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.607919216,708,0.45,480,152,1,1.475,6.774240017,0.661651917,240.9709158,387.5175211
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.620089293,708,0.5,549,60,1,1.289617486,6.940355778,0.631268437,278.5713184,387.9193876
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.614056826,708,0.5,567,32,1,1.248677249,6.73209548,0.59100295,288.3041253,387.6887043
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.616072416,708,0.5,538,85,1,1.31598513,6.748958111,0.575221239,274.1739013,388.9444113
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.61054945,708,0.5,549,69,1,1.289617486,6.651987553,0.566371681,279.8548315,384.286536
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.603125811,708,0.5,540,87,1,1.311111111,6.842466831,0.661356932,278.2983401,387.7458146
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.61115551,708,0.5,558,52,1,1.268817204,6.68880558,0.566519174,285.8895168,390.189544
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.621939659,708,0.55,595,8,1,1.189915966,6.767849207,0.604424779,302.2658634,386.1434553
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.620191336,708,0.55,602,4,1,1.176079734,6.586012125,0.616666667,310.1670151,391.0659556
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613597155,708,0.55,584,12,1,1.212328767,6.442115068,0.628171091,298.6434968,389.4202206
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.61021328,708,0.55,602,4,1,1.176079734,6.684723139,0.608112094,298.2043228,384.5703428
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.602705956,708,0.55,600,4,1,1.18,6.706440687,0.61179941,293.3032722,387.6802154
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.609625816,708,0.55,606,2,1,1.168316832,6.670744181,0.599410029,310.4749188,388.8501658
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613090515,708,0.6,609,2,1,1.162561576,6.742498398,0.618879056,313.2444289,390.3474078
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.613909483,708,0.6,609,2,1,1.162561576,6.625086308,0.612389381,312.4038432,388.2521136
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.6207757,708,0.6,620,2,1,1.141935484,6.679603815,0.595575221,319.4449728,390.2788675
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.610657692,708,0.6,614,2,1,1.153094463,6.645037651,0.611651917,314.4882612,387.491787
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.609848738,708,0.6,607,2,1,1.166392092,6.68198967,0.613716814,309.4728878,389.6508527
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.617213488,708,0.6,616,2,1,1.149350649,6.612521648,0.601917404,313.3608305,386.3561552
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.620275736,708,0.65,630,2,1,1.123809524,6.586625814,0.60280236,318.4423788,383.5580258
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.617706537,708,0.65,626,2,1,1.130990415,6.79551053,0.621976401,321.4054692,389.2564919
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.619012356,708,0.65,629,2,1,1.125596184,6.74589324,0.614749263,322.4574618,388.4182389
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.608192921,708,0.65,633,2,1,1.118483412,6.698649883,0.609292035,323.6551058,388.471529
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.600110054,708,0.65,634,2,1,1.116719243,6.614213228,0.593215339,318.3384631,388.1565404
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.614712,708,0.65,637,2,1,1.111459969,6.693876743,0.613126844,325.9009531,387.5940557
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.614565849,708,0.7,655,2,1,1.080916031,6.922741175,0.606637168,334.1474695,385.6022339
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.62200284,708,0.7,652,2,1,1.085889571,6.739345312,0.603097345,336.760556,390.4261286
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.62171936,708,0.7,653,2,1,1.084226646,6.731025934,0.60339233,333.316376,387.2145929
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.604323387,708,0.7,649,2,1,1.090909091,6.724558115,0.605309735,336.2213004,388.1395218
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.612248898,708,0.7,651,2,1,1.087557604,6.672379255,0.603834808,326.2441013,385.946573
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.620198727,708,0.7,654,2,1,1.082568807,6.454838514,0.602654867,335.7157905,388.39256
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.619476557,708,0.8,668,2,1,1.05988024,6.713247776,0.598820059,343.7890248,389.3681245
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.610583067,708,0.8,665,2,1,1.064661654,6.706752539,0.612536873,342.783237,389.5848367
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.622913837,708,0.8,671,2,1,1.05514158,6.761873007,0.605014749,348.0766244,391.8856394
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.600507498,708,0.8,667,2,1,1.061469265,6.581745625,0.605162242,335.7264531,385.2357714
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.611214876,708,0.8,667,2,1,1.061469265,6.557452917,0.609439528,346.1268919,388.6017866
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.617155075,708,0.8,667,2,1,1.061469265,6.27690196,0.606047198,340.6802099,385.3254468
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.614659786,708,0.9,684,2,1,1.035087719,6.682062626,0.615781711,352.3122311,388.2219439
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.615735054,708,0.9,682,2,1,1.038123167,6.551067352,0.610471976,350.0119045,386.6862102
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.618966341,708,0.9,682,2,1,1.038123167,6.63994813,0.607227139,351.7394836,389.2640235
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.604601145,708,0.9,682,2,1,1.038123167,6.616241693,0.60619469,346.793505,385.0981336
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.612062931,708,0.9,685,2,1,1.033576642,6.60528636,0.60339233,350.804455,388.350235
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.612571955,708,0.9,680,2,1,1.041176471,6.260978699,0.603834808,346.4149899,384.5758994
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.619946957,708,0.99,708,1,1,1,6.821679831,0.607079646,362.4076753,385.7495234
examples/fmnist/lenet5-fmnist.keras,fmnist,4,cluster,0.62400341,708,0.99,708,1,1,1,6.653494596,0.607079646,365.0475333,388.6747687
